,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
262,exchange-4_cpc_results.csv,1.7892824867424282,Linear,0.66666667,3,Linear,0.06666667,0.73333334,0.4
263,exchange-3_cpc_results.csv,1.973597049818121,Linear,0.57142857,4,Linear,0.06666667,0.73333334,0.4
264,exchange-4_cpm_results.csv,2.6891799331598008,KMeans,0.75,5,Linear,0.06666667,0.73333334,0.4
265,,,,,,,,,
266,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
267,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.5
268,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.5
269,exchange-4_cpc_results.csv,1.7892824867424282,Linear,0.66666667,3,Linear,0.06666667,0.73333334,0.5
270,exchange-3_cpc_results.csv,1.973597049818121,Linear,0.57142857,4,Linear,0.06666667,0.73333334,0.5
271,exchange-4_cpm_results.csv,2.6891799331598008,KMeans,0.75,5,Linear,0.06666667,0.73333334,0.5
272,,,,,,,,,
273,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
274,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.6000000000000001
275,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.6000000000000001
276,exchange-4_cpc_results.csv,1.7892824867424282,Linear,0.66666667,3,Linear,0.06666667,0.73333334,0.6000000000000001
277,exchange-3_cpc_results.csv,1.973597049818121,Linear,0.57142857,4,Linear,0.06666667,0.73333334,0.6000000000000001
278,exchange-4_cpm_results.csv,2.6891799331598008,KMeans,0.75,5,Linear,0.06666667,0.73333334,0.6000000000000001
279,,,,,,,,,
280,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
281,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.7000000000000001
282,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.7000000000000001
