,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
127,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.0
128,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.0
129,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.0
130,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.0
131,,,,,,,,,
132,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
133,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.1
134,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.1
135,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.1
136,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.1
137,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.1
138,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.1
139,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.1
140,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.1
141,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.1
142,,,,,,,,,
143,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
144,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.2
145,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.2
146,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.2
147,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.2
148,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.2
149,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.2
150,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.2
151,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.2
152,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.2
153,,,,,,,,,
154,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
155,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.30000000000000004
156,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.30000000000000004
157,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.30000000000000004
158,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.30000000000000004
159,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.30000000000000004
160,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.30000000000000004
161,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.30000000000000004
162,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.30000000000000004
163,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.30000000000000004
164,,,,,,,,,
165,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
166,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.4
167,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.4
168,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.4
169,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.4
170,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.4
171,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.4
172,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.4
173,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.4
174,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.4
175,,,,,,,,,
176,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
177,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.5
178,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.5
179,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.5
180,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.5
181,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.5
182,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.5
183,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.5
184,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.5
185,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.5
186,,,,,,,,,
187,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
188,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.6000000000000001
189,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.6000000000000001
190,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.6000000000000001
191,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.6000000000000001
192,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.6000000000000001
193,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.6000000000000001
194,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.6000000000000001
195,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.6000000000000001
196,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.6000000000000001
197,,,,,,,,,
198,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
199,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.7000000000000001
200,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.7000000000000001
201,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.7000000000000001
202,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.7000000000000001
203,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.7000000000000001
204,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.7000000000000001
205,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.7000000000000001
206,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.7000000000000001
207,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.7000000000000001
208,,,,,,,,,
209,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
210,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.8
211,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.8
212,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.8
213,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.8
214,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.8
215,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.8
216,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.8
217,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.8
218,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.8
219,,,,,,,,,
220,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
221,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.9
222,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.9
223,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.9
224,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.9
225,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.9
226,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,0.9
227,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,0.9
228,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,0.9
229,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,0.9
230,,,,,,,,,
231,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
232,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,1.0
233,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,1.0
234,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,1.0
235,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,1.0
236,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,1.0
237,Twitter_volume_KO.csv,2.164615523562111,Linear,0.8,6,Linear,0.28571429,1.0,1.0
238,Twitter_volume_CRM.csv,2.174933042740195,KMeans,0.54545455,7,Linear,0.28571429,1.0,1.0
239,Twitter_volume_FB.csv,3.2469232853431667,Linear,1.0,8,Linear,0.28571429,1.0,1.0
240,Twitter_volume_IBM.csv,3.255177300685634,Linear,0.5,9,Linear,0.28571429,1.0,1.0
241,,,,,,,,,
242,Twitter_volume_KO.csv,0,Linear,0.8,0,Linear,0.8,1,
243,Twitter_volume_CRM.csv,0.010317519178084211,KMeans,0.54545455,1,KMeans,0.8,1.0,0.0
244,Twitter_volume_AAPL.csv,1.0709584906851632,Linear,0.4,2,KMeans,0.8,1.0,0.0
245,Twitter_volume_FB.csv,1.0823077617810553,Linear,1.0,3,Linear,0.8,1.0,0.0
246,Twitter_volume_PFE.csv,1.0829955963929276,KMeans,0.42857143,4,KMeans,0.8,1.0,0.0
247,Twitter_volume_CVS.csv,1.0843712656166726,Linear,0.66666667,5,Linear,0.8,1.0,0.0
248,Twitter_volume_GOOG.csv,1.0872945627171302,Linear,0.4,6,Linear,0.8,1.0,0.0
249,Twitter_volume_AMZN.csv,1.0903898184705547,KMeans,0.66666667,7,Linear,0.8,1.0,0.0
250,Twitter_volume_IBM.csv,1.090561777123523,Linear,0.5,8,Linear,0.8,1.0,0.0
251,Twitter_volume_UPS.csv,2.164615523562111,Linear,0.28571429,9,Linear,0.8,1.0,0.0
252,,,,,,,,,
253,Twitter_volume_KO.csv,0,Linear,0.8,0,Linear,0.8,1,
254,Twitter_volume_CRM.csv,0.010317519178084211,KMeans,0.54545455,1,KMeans,0.8,1.0,0.1
255,Twitter_volume_AAPL.csv,1.0709584906851632,Linear,0.4,2,KMeans,0.8,1.0,0.1
256,Twitter_volume_FB.csv,1.0823077617810553,Linear,1.0,3,Linear,0.8,1.0,0.1
257,Twitter_volume_PFE.csv,1.0829955963929276,KMeans,0.42857143,4,KMeans,0.8,1.0,0.1
258,Twitter_volume_CVS.csv,1.0843712656166726,Linear,0.66666667,5,Linear,0.8,1.0,0.1
259,Twitter_volume_GOOG.csv,1.0872945627171302,Linear,0.4,6,Linear,0.8,1.0,0.1
260,Twitter_volume_AMZN.csv,1.0903898184705547,KMeans,0.66666667,7,Linear,0.8,1.0,0.1
261,Twitter_volume_IBM.csv,1.090561777123523,Linear,0.5,8,Linear,0.8,1.0,0.1
262,Twitter_volume_UPS.csv,2.164615523562111,Linear,0.28571429,9,Linear,0.8,1.0,0.1
263,,,,,,,,,
264,Twitter_volume_KO.csv,0,Linear,0.8,0,Linear,0.8,1,
265,Twitter_volume_CRM.csv,0.010317519178084211,KMeans,0.54545455,1,KMeans,0.8,1.0,0.2
266,Twitter_volume_AAPL.csv,1.0709584906851632,Linear,0.4,2,KMeans,0.8,1.0,0.2
267,Twitter_volume_FB.csv,1.0823077617810553,Linear,1.0,3,Linear,0.8,1.0,0.2
268,Twitter_volume_PFE.csv,1.0829955963929276,KMeans,0.42857143,4,KMeans,0.8,1.0,0.2
269,Twitter_volume_CVS.csv,1.0843712656166726,Linear,0.66666667,5,Linear,0.8,1.0,0.2
270,Twitter_volume_GOOG.csv,1.0872945627171302,Linear,0.4,6,Linear,0.8,1.0,0.2
271,Twitter_volume_AMZN.csv,1.0903898184705547,KMeans,0.66666667,7,Linear,0.8,1.0,0.2
